file,row,listing id,seller,price,currency,title,why it was held,listing url
hipcomic (11).csv,20,12041672,legacycomics,125.00,USD,Incredible Hulk #98 CGC 9.8 Signature Series Signed by Aaron Lopresti,no publication year in the title,https://www.hipcomic.com/listing/incredible-hulk-98-cgc-98-signature-series-signed-by-aaron-lopresti/12041672
hipcomic (11).csv,21,17281612,comicage,2500.00,CAD,A-Team (1984) # 1 (CGC 9.8) Signed * Sketch Jim Salicrup * Candian price Variant,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/a-team-1984-1-cgc-98-signed-sketch-jim-salicrup-candian-price-variant/17281612
hipcomic (11).csv,22,15670368,dtacollectibles,980.00,USD,SUB-MARINER #1 CGC 5.5-1967-Marvel first issue-2072880010,no publication year in the title,https://www.hipcomic.com/listing/sub-mariner-1-cgc-55-1967-marvel-first-issue-2072880010/15670368
hipcomic (11).csv,25,19410448,AtlantaClassicComics,1312.50,USD,Weird Science # 17 CGC Graded 5.0 EC Golden Age Comic Book Pre-Code JH18,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/weird-science-17-cgc-graded-50-ec-golden-age-comic-book-pre-code-jh18/19410448
hipcomic (11).csv,27,15485504,rdbeard,695.00,USD,"SENSATION COMICS #71 - CGC-6.5, OW - Wonder Woman - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/sensation-comics-71-cgc-65-ow-wonder-woman-golden-age/15485504
hipcomic (11).csv,29,16851317,rdbeard,1110.00,USD,"SUPERMAN #64 - CGC-7.0, OW - Prankster - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/superman-64-cgc-70-ow-prankster-golden-age/16851317
hipcomic (11).csv,30,15486306,rdbeard,1190.00,USD,"THING! #5 -  CGC-6.5, OW - CDC - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/thing-5-cgc-65-ow-cdc-golden-age/15486306
hipcomic (11).csv,31,16113462,rdbeard,1860.00,USD,"ALL-AMERICAN COMICS #29 - CGC-7.0, OW-W - Green Lantern - Atom - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/all-american-comics-29-cgc-70-ow-w-green-lantern-atom-golden-age/16113462
hipcomic (11).csv,32,19095196,papercinema,2925.00,USD,Power #2  1944 - Holyoke -CGC 3.0 - Comic Book-2014540001,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/power-2-1944-holyoke-cgc-30-comic-book-2014540001/19095196
hipcomic (11).csv,35,10874750,dtacollectibles,490.00,USD,Moon Knight #25 CGC 9.8 1ST BLACK SPECTRE 3961792008,no publication year in the title,https://www.hipcomic.com/listing/moon-knight-25-cgc-98-1st-black-spectre-3961792008/10874750
hipcomic (11).csv,36,15671064,dtacollectibles,700.00,USD,AMAZING SPIDER-MAN #220 CGC 9.8 comic book MOON KNIGHT 3804842025,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-220-cgc-98-comic-book-moon-knight-3804842025/15671064
hipcomic (11).csv,37,15485492,rdbeard,2025.00,USD,"FOUR COLOR #495 - Uncle Scrooge (#3) - CGC-9.0, OW-W - Barks classic",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/four-color-495-uncle-scrooge-3-cgc-90-ow-w-barks-classic/15485492
hipcomic (11).csv,41,15670262,dtacollectibles,2800.00,USD,Funny Picture Stories #4 CGC 4.5 1937-Rare comic book-Will Eisner,publisher not stated and not determinable from the series; published before 1938 (no matching era category),https://www.hipcomic.com/listing/funny-picture-stories-4-cgc-45-1937-rare-comic-book-will-eisner/15670262
hipcomic (11).csv,43,18099233,AtlantaClassicComics,299.99,USD,Avengers # 83 CGC Graded 8.0 Marvel Comic Book 1st Valkyrie Appearance JH11,no publication year in the title,https://www.hipcomic.com/listing/avengers-83-cgc-graded-80-marvel-comic-book-1st-valkyrie-appearance-jh11/18099233
hipcomic (11).csv,46,19095860,papercinema,1950.00,USD,Lovelorn #53  1954 - ACG -CGC 4.0 - Comic Book-2093073001,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/lovelorn-53-1954-acg-cgc-40-comic-book-2093073001/19095860
hipcomic (11).csv,47,17394529,AtlantaClassicComics,474.99,USD,Amazing Spider-Man # 265 CGC Graded 9.8 Marvel Comic Book 1st Silver Sable JH10,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-265-cgc-graded-98-marvel-comic-book-1st-silver-sable-jh10/17394529
hipcomic (12).csv,2,19096908,papercinema,2250.00,USD,Josie #1 CGC 6.0 Archie-1st issue-comic book 2010974001,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/josie-1-cgc-60-archie-1st-issue-comic-book-2010974001/19096908
hipcomic (12).csv,3,17924982,rdbeard,1125.00,USD,"ACTION COMICS #99 - CGC-7.5, OW - Superman - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/action-comics-99-cgc-75-ow-superman-golden-age/17924982
hipcomic (12).csv,4,15982560,rdbeard,1125.00,USD,"STAR SPANGLED COMICS #5 - CGC-7.5, OW -  Golden Age",no publication year in the title,https://www.hipcomic.com/listing/star-spangled-comics-5-cgc-75-ow-golden-age/15982560
hipcomic (12).csv,6,20250200,AtlantaClassicComics,462.49,USD,Wolverine # 2 CGC Graded 9.8 Marvel Comic Book Hulk Silver Samurai X-Men JH24,no publication year in the title,https://www.hipcomic.com/listing/wolverine-2-cgc-graded-98-marvel-comic-book-hulk-silver-samurai-x-men-jh24/20250200
hipcomic (12).csv,9,21459329,rdbeard,2750.00,USD,"WORLD'S FINEST COMICS #4 CGC-7.5, OW-W - Superman - Batman - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/worlds-finest-comics-4-cgc-75-ow-w-superman-batman-golden-age/21459329
hipcomic (12).csv,10,10874775,dtacollectibles,700.00,USD,FLASH  #139 CGC 4.5-1963-DC-FIRST PROFESSOR ZOOM-3722810001,no publication year in the title,https://www.hipcomic.com/listing/flash-139-cgc-45-1963-dc-first-professor-zoom-3722810001/10874775
hipcomic (12).csv,12,12065064,legacycomics,150.00,USD,Jerry Iger's Classic Wings Comics (1985) CGC 9.8,no issue number in the title; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/jerry-igers-classic-wings-comics-1985-cgc-98/12065064
hipcomic (12).csv,13,15485550,rdbeard,2280.00,USD,"SHOCK SUSPENSTORIES #12 - CGC-6.5, WP- EC - Classic drug issue - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/shock-suspenstories-12-cgc-65-wp-ec-classic-drug-issue-golden-age/15485550
hipcomic (12).csv,15,10240535,comicage,2500.00,CAD,Phoenix (1984) # 1 (CGC 9.8 WP) Remark Austin (Phoenix) | CPV Canadian| Census=2,signed or conserved book without a stated label type; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/phoenix-1984-1-cgc-98-wp-remark-austin-phoenix-cpv-canadian-census2/10240535
hipcomic (12).csv,16,15487469,rdbeard,755.00,USD,"SENSATION COMICS #57 - CGC-6.5, OW - Wonder Woman - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/sensation-comics-57-cgc-65-ow-wonder-woman-golden-age/15487469
hipcomic (12).csv,18,15485532,rdbeard,1935.00,USD,DETECTIVE COMICS #79 - CGC-7.0 - OW-W - Batman/Robin - Kirby - Golden Age,no publication year in the title,https://www.hipcomic.com/listing/detective-comics-79-cgc-70-ow-w-batman-robin-kirby-golden-age/15485532
hipcomic (12).csv,19,2665914,dtacollectibles,693.00,USD,Behind Prison Bars #1-CGC 6.5 Highest Graded- SOUTHERN STATES 1197124022,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/behind-prison-bars-1-cgc-65-highest-graded-southern-states-1197124022/2665914
hipcomic (12).csv,20,12117045,legacycomics,175.00,USD,Onslaught Reborn #4 Campbell Cover CGC 9.8 Signature Series Signed Rob Liefeld,no publication year in the title,https://www.hipcomic.com/listing/onslaught-reborn-4-campbell-cover-cgc-98-signature-series-signed-rob-liefeld/12117045
hipcomic (12).csv,22,15486570,rdbeard,1065.00,USD,"CRIME SUSPENSTORIES #2 - CGC-7.0, WP  - EC - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/crime-suspenstories-2-cgc-70-wp-ec-golden-age/15486570
hipcomic (12).csv,25,21123403,rdbeard,3875.00,USD,MORE FUN COMICS 72 - CGC-7.0 - OW-W - Dr Fate WWII cover - Spectre - Golden Age,no publication year in the title,https://www.hipcomic.com/listing/more-fun-comics-72-cgc-70-ow-w-dr-fate-wwii-cover-spectre-golden-age/21123403
hipcomic (12).csv,27,5559717,dtacollectibles,945.00,USD,Jo-Jo Comics #12 CGC 6.5 1948- Great headlight cover 2112107015,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/jo-jo-comics-12-cgc-65-1948-great-headlight-cover-2112107015/5559717
hipcomic (12).csv,29,12028770,legacycomics,230.00,USD,Black Panther #25 Aspen Comics Exclusive Variant Cover (2007) CGC 9.6 Signed,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/black-panther-25-aspen-comics-exclusive-variant-cover-2007-cgc-96-signed/12028770
hipcomic (12).csv,30,17669719,rdbeard,3975.00,USD,"ADVENTURE COMICS 41 - CGC-6.0, OW-W - 2nd Sandman - Great cover - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/adventure-comics-41-cgc-60-ow-w-2nd-sandman-great-cover-golden-age/17669719
hipcomic (12).csv,32,12073728,legacycomics,150.00,USD,Lady Death: Icon #1 CGC 9.6 Signature Series Wizard World 2008 Signed Pulido,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/lady-death-icon-1-cgc-96-signature-series-wizard-world-2008-signed-pulido/12073728
hipcomic (12).csv,33,10703632,comicage,2000.00,CAD,Incredible Hulk (1983) # 282 (CGC 9.8) Signed Sketch (She-Hulk)  Al Milgrom CPV,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/incredible-hulk-1983-282-cgc-98-signed-sketch-she-hulk-al-milgrom-cpv/10703632
hipcomic (12).csv,34,12073456,legacycomics,200.00,USD,Justice League of America #5 Turner Cover CGC 9.4 Signature Series Double Signed,no publication year in the title,https://www.hipcomic.com/listing/justice-league-of-america-5-turner-cover-cgc-94-signature-series-double-signed/12073456
hipcomic (12).csv,36,21565227,runeworkscomics,500.95,USD,JLA AVENGERS COMPLETE SET #1-4 CGC 9.8,lot or multi-issue set; publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/jla-avengers-complete-set-1-4-cgc-98/21565227
hipcomic (12).csv,38,10240409,comicage,1500.00,CAD,Dragon’s Lair (2007) # 3 (CGC 9.8 WP) Census=2,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/dragons-lair-2007-3-cgc-98-wp-census2/10240409
hipcomic (12).csv,43,17691116,comicage,3050.00,CAD,Uncanny X-Men # 163 (CGC 9.8) Signed Claremont *Census =1*Canadian price Variant,signed or conserved book without a stated label type; no publication year in the title,https://www.hipcomic.com/listing/uncanny-x-men-163-cgc-98-signed-claremont-census-1canadian-price-variant/17691116
hipcomic (12).csv,44,14633622,dtacollectibles,1190.00,USD,Wonder Woman #204 CGC 9.4 Brazilian ed-1974-First appearance of NUBIA-4376331001,no publication year in the title,https://www.hipcomic.com/listing/wonder-woman-204-cgc-94-brazilian-ed-1974-first-appearance-of-nubia-4376331001/14633622
hipcomic (12).csv,45,2662167,dtacollectibles,973.00,USD,JUNGLE ACTION #1-ATLAS-CGC 7.5-JOE MANEELY-LO-ZAR-SOUTHERN STATES 1173075015,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/jungle-action-1-atlas-cgc-75-joe-maneely-lo-zar-southern-states-1173075015/2662167
hipcomic (12).csv,46,12117064,legacycomics,175.00,USD,Onslaught Unleashed #1 Variant CGC 9.8 Signature Series Signed by Rob Liefeld,no publication year in the title,https://www.hipcomic.com/listing/onslaught-unleashed-1-variant-cgc-98-signature-series-signed-by-rob-liefeld/12117064
hipcomic (12).csv,47,15810671,legacycomics,299.99,USD,Amazing Spider-Man #103 CGC NM 9.4 Off-White to White 1st App of Gog,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-103-cgc-nm-94-off-white-to-white-1st-app-of-gog/15810671
hipcomic (12).csv,48,12116970,legacycomics,250.00,USD,Onslaught Reborn #3 Liefeld Cover CGC 9.8 Signature Series Signed by Jeph Loeb,no publication year in the title,https://www.hipcomic.com/listing/onslaught-reborn-3-liefeld-cover-cgc-98-signature-series-signed-by-jeph-loeb/12116970
hipcomic (13).csv,7,16734508,rdbeard,3225.00,USD,"DETECTIVE COMICS #108 - CGC-6.5, OW-W - 1st Bat Signal cover - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/detective-comics-108-cgc-65-ow-w-1st-bat-signal-cover-golden-age/16734508
hipcomic (13).csv,9,16121608,rdbeard,2500.00,USD,"BATMAN #43- CGC-6.5, OW-W - Penguin vs Batman/Robin cover/story - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/batman-43-cgc-65-ow-w-penguin-vs-batman-robin-cover-story-golden-age/16121608
hipcomic (13).csv,11,12099701,legacycomics,150.00,USD,Megaton #2 (1985) CGC 9.2 Signature Series Signed by Erik Larsen,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/megaton-2-1985-cgc-92-signature-series-signed-by-erik-larsen/12099701
hipcomic (13).csv,12,12099855,legacycomics,275.00,USD,Michael Turner's Fathom #1 SDCC (2008) CGC 9.8 Signature Series 3x Signed,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/michael-turners-fathom-1-sdcc-2008-cgc-98-signature-series-3x-signed/12099855
hipcomic (13).csv,14,2662212,dtacollectibles,1253.00,USD,SECRET HEARTS #7 CGC 6.5 WHITE PAGES-1951-DC ROMANCE-RARE- 0238310001,no publication year in the title,https://www.hipcomic.com/listing/secret-hearts-7-cgc-65-white-pages-1951-dc-romance-rare-0238310001/2662212
hipcomic (13).csv,15,16043213,rdbeard,1900.00,USD,"BATMAN #51- CGC-7.0, OW-W - Penguin vs Batman/Robin story - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/batman-51-cgc-70-ow-w-penguin-vs-batman-robin-story-golden-age/16043213
hipcomic (13).csv,17,10226772,comicage,1000.00,CAD,Superman Man Steel (1992) # 17 (CGC 9.8 SS) Signed Doomsday Remark Bogdanove,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/superman-man-steel-1992-17-cgc-98-ss-signed-doomsday-remark-bogdanove/10226772
hipcomic (13).csv,18,18106490,rdbeard,1550.00,USD,"SLAVE GIRL COMICS #1 - CGC-6.5, OW-W - Avon - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/slave-girl-comics-1-cgc-65-ow-w-avon-golden-age/18106490
hipcomic (13).csv,22,14201697,comicage,850.00,CAD,Wolverine (1989) # 10 (CGC 9.8) Signed Chris Claremont * Bill sienkiewicz,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/wolverine-1989-10-cgc-98-signed-chris-claremont-bill-sienkiewicz/14201697
hipcomic (13).csv,23,19095565,papercinema,1105.00,USD,Avengers #57 CGC 5.5 // 1st appearance of THE VISION // Marvel 3763774003,no publication year in the title,https://www.hipcomic.com/listing/avengers-57-cgc-55-1st-appearance-of-the-vision-marvel-3763774003/19095565
hipcomic (13).csv,26,12117057,legacycomics,175.00,USD,Onslaught Unleashed #1 Variant CGC 9.8 Signature Series Signed by Rob Liefeld,no publication year in the title,https://www.hipcomic.com/listing/onslaught-unleashed-1-variant-cgc-98-signature-series-signed-by-rob-liefeld/12117057
hipcomic (13).csv,27,12074103,legacycomics,150.00,USD,Lady Mechanika #3 CGC 9. 8 Signature Series Double Signed Retailer Incentive,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/lady-mechanika-3-cgc-9-8-signature-series-double-signed-retailer-incentive/12074103
hipcomic (13).csv,28,19204359,rdbeard,1040.00,USD,DETECTIVE COMICS #110 - CGC-7.0 - OW - Batman/Robin - Golden Age,no publication year in the title,https://www.hipcomic.com/listing/detective-comics-110-cgc-70-ow-batman-robin-golden-age/19204359
hipcomic (13).csv,29,19096421,papercinema,2400.00,USD,Sunny #11 CGC 5.0-1st issue-GGA Peek-A-Boo cover 0999942003,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/sunny-11-cgc-50-1st-issue-gga-peek-a-boo-cover-0999942003/19096421
hipcomic (13).csv,31,15485585,rdbeard,1550.00,USD,"WINGS COMICS #1 - CGC-6.0, OW - Fiction House - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/wings-comics-1-cgc-60-ow-fiction-house-golden-age/15485585
hipcomic (13).csv,34,18596291,rdbeard,2775.00,USD,"HUMAN TORCH #21 - CGC-7.5, OW-W - Timely - Sub-Mariner - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/human-torch-21-cgc-75-ow-w-timely-sub-mariner-golden-age/18596291
hipcomic (13).csv,36,12100075,legacycomics,75.00,USD,Nitrogen #1 (2005) CGC 9.4 Signature Series Signed by Rob Liefeld,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/nitrogen-1-2005-cgc-94-signature-series-signed-by-rob-liefeld/12100075
hipcomic (13).csv,37,16005822,dtacollectibles,980.00,USD,Animal Man #5 CGC 9.8 -1988-comic book--DC 4376334002,no publication year in the title,https://www.hipcomic.com/listing/animal-man-5-cgc-98-1988-comic-book-dc-4376334002/16005822
hipcomic (13).csv,38,18091499,rdbeard,1150.00,USD,"STRANGE ADVENTURES #5 - CGC-8.5, OW-W - DC - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/strange-adventures-5-cgc-85-ow-w-dc-golden-age/18091499
hipcomic (13).csv,40,13235481,dtacollectibles,420.00,USD,Daredevil #183-cgc 9.8-PUNISHER-FRANK MILLER-MARVEL 4080534012,no publication year in the title,https://www.hipcomic.com/listing/daredevil-183-cgc-98-punisher-frank-miller-marvel-4080534012/13235481
hipcomic (13).csv,41,16799105,rdbeard,930.00,USD,"DETECTIVE COMICS #182 - CGC-7.0, OW-W - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/detective-comics-182-cgc-70-ow-w-golden-age/16799105
hipcomic (13).csv,42,17252587,rdbeard,1050.00,USD,"DETECTIVE COMICS #216 - CGC-7.0, OW-W - Batman - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/detective-comics-216-cgc-70-ow-w-batman-golden-age/17252587
hipcomic (13).csv,43,17618910,rdbeard,675.00,USD,"ZEGRA #3 - CGC-7.5, WP - Fox - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/zegra-3-cgc-75-wp-fox-golden-age/17618910
hipcomic (13).csv,47,12116933,legacycomics,250.00,USD,Onslaught Reborn #1 Sketch Cover CGC 9.8 Signature Series Signed by Jeph Loeb,no publication year in the title,https://www.hipcomic.com/listing/onslaught-reborn-1-sketch-cover-cgc-98-signature-series-signed-by-jeph-loeb/12116933
hipcomic (13).csv,48,12028803,legacycomics,175.00,USD,Civil War Front Line #1 Wizard World 2006 Variant CGC 9.8 Signature Series,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/civil-war-front-line-1-wizard-world-2006-variant-cgc-98-signature-series/12028803
hipcomic (13).csv,49,15487186,rdbeard,415.00,USD,"RANGERS COMICS #30 - CGC-8.0, OW-W - Fiction House - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/rangers-comics-30-cgc-80-ow-w-fiction-house-golden-age/15487186
hipcomic (14).csv,2,12117185,legacycomics,175.00,USD,Project Superpowers #5 Sketch Cover CGC 9.8 Signature Series Signed by Alex Ross,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/project-superpowers-5-sketch-cover-cgc-98-signature-series-signed-by-alex-ross/12117185
hipcomic (14).csv,3,12677940,comicage,1000.00,CAD,Spider-Man Marvel Tales (1984) # 170 (CGC 9.8 WP) Canadian Price CPV Census=1,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/spider-man-marvel-tales-1984-170-cgc-98-wp-canadian-price-cpv-census1/12677940
hipcomic (14).csv,4,12117206,legacycomics,250.00,USD,Red Sonja vs. Thulsa Doom #1 (2006) CGC 9.6 Signature Series Gabriele Dell&#0...,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/red-sonja-vs-thulsa-doom-1-2006-cgc-96-signature-series-gabriele-dell0/12117206
hipcomic (14).csv,6,5559712,dtacollectibles,1330.00,USD,Haunted Thrills #1 CGC 5.0 1952-Pre-code Horror-Cross dressing-Vampires 20916...,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/haunted-thrills-1-cgc-50-1952-pre-code-horror-cross-dressing-vampires-20916/5559712
hipcomic (14).csv,7,21573498,rdbeard,1265.00,USD,"SINGLE SERIES #20 CGC-6.5, OW - Tarzan - Foster - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/single-series-20-cgc-65-ow-tarzan-foster-golden-age/21573498
hipcomic (14).csv,8,17604899,rdbeard,825.00,USD,"WONDER WOMAN #72 - CGC-6.5, OW-W - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/wonder-woman-72-cgc-65-ow-w-golden-age/17604899
hipcomic (14).csv,9,15485480,rdbeard,2035.00,USD,"DIARY OF HORROR #1 - CGC-5.5, OW - Avon - Bondage cover - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/diary-of-horror-1-cgc-55-ow-avon-bondage-cover-golden-age/15485480
hipcomic (14).csv,10,19415796,AtlantaClassicComics,599.99,USD,Batman Beyond # 1 CGC Graded 9.2 DC Comic Book Terry McGinnis  JH19,no publication year in the title,https://www.hipcomic.com/listing/batman-beyond-1-cgc-graded-92-dc-comic-book-terry-mcginnis-jh19/19415796
hipcomic (14).csv,15,12813975,comicage,800.00,CAD,Batman (2022) #423 (CGC 9.8)  Fan Expo Special Foil Ed. Signed By Todd McFarlane,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/batman-2022-423-cgc-98-fan-expo-special-foil-ed-signed-by-todd-mcfarlane/12813975
hipcomic (14).csv,16,12099853,legacycomics,180.00,USD,Michael Turner's Fathom #1 SDCC (2008) CGC 9.6 Signature Series 3x Signed,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/michael-turners-fathom-1-sdcc-2008-cgc-96-signature-series-3x-signed/12099853
hipcomic (14).csv,20,19096390,papercinema,1050.00,USD,SUB-MARINER #1 CGC 5.5-1967-Marvel first issue-2072880010,no publication year in the title,https://www.hipcomic.com/listing/sub-mariner-1-cgc-55-1967-marvel-first-issue-2072880010/19096390
hipcomic (14).csv,21,15486271,rdbeard,1190.00,USD,"WONDER WOMAN #52 - CGC-7.5, VFN-, OW-W - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/wonder-woman-52-cgc-75-vfn-ow-w-golden-age/15486271
hipcomic (14).csv,22,17632128,comicage,3550.00,CAD,Fantastic Four Aschan  #nn (CGC 9.8) Signed Jim Lee*Williams*Sinclair * Census=1,signed or conserved book without a stated label type; publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/fantastic-four-aschan-nn-cgc-98-signed-jim-leewilliamssinclair-census1/17632128
hipcomic (14).csv,24,12029264,legacycomics,200.00,USD,Fallen Son: The Death of Captain America #3 CGC Signature Series 9.8 Sketch,no publication year in the title,https://www.hipcomic.com/listing/fallen-son-the-death-of-captain-america-3-cgc-signature-series-98-sketch/12029264
hipcomic (14).csv,25,10239704,comicage,600.00,CAD,Blade The Vampire Hunter (1994) # 1 (CGC 9.6 WP) 1st Solo Series,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/blade-the-vampire-hunter-1994-1-cgc-96-wp-1st-solo-series/10239704
hipcomic (14).csv,26,10240393,comicage,1200.00,CAD,"Avengers Annual #10(CGC 9.0) Signed By C.Claremont,J.Shooter, M. Golden, AL Mil",signed or conserved book without a stated label type; no publication year in the title,https://www.hipcomic.com/listing/avengers-annual-10cgc-90-signed-by-cclaremontjshooter-m-golden-al-mil/10240393
hipcomic (14).csv,29,12117276,legacycomics,225.00,USD,Savage Tales #1 Negative Variant 2007 CGC 9.6 Signature Series Signed by Suydam,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/savage-tales-1-negative-variant-2007-cgc-96-signature-series-signed-by-suydam/12117276
hipcomic (14).csv,31,20234219,legacycomics,159.99,USD,Saban's Mighty Morphin Power Rangers #1 (1994) CGC 9.8 Trading Card Incl...,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/sabans-mighty-morphin-power-rangers-1-1994-cgc-98-trading-card-incl/20234219
hipcomic (14).csv,33,5629780,dtacollectibles,630.00,USD,ATOMIC ATTACK # 7 CGC 7.5 ATOM BOMB EXPLOSION 2006305003,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/atomic-attack-7-cgc-75-atom-bomb-explosion-2006305003/5629780
hipcomic (14).csv,34,18609894,rdbeard,2365.00,USD,"STAR SPANGLED COMICS #8 - CGC-7.5, WP - 2nd Newboy Legion & Guardian - Kirby",no publication year in the title,https://www.hipcomic.com/listing/star-spangled-comics-8-cgc-75-wp-2nd-newboy-legion-guardian-kirby/18609894
hipcomic (14).csv,35,12099716,legacycomics,200.00,USD,Michael Turner's Fathom #0 Wizard World CGC 9.2 Signature Series Signed ...,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/michael-turners-fathom-0-wizard-world-cgc-92-signature-series-signed/12099716
hipcomic (14).csv,36,17847787,rdbeard,2450.00,USD,"TALES OF TERROR ANNUAL #3- CGC-6.5, CR-OW - EC - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/tales-of-terror-annual-3-cgc-65-cr-ow-ec-golden-age/17847787
hipcomic (14).csv,37,15841960,dtacollectibles,245.00,USD,SPECTACULAR SPIDER-MAN #90 CGC GRADED 9.6 Black Costume 3804835009,no publication year in the title,https://www.hipcomic.com/listing/spectacular-spider-man-90-cgc-graded-96-black-costume-3804835009/15841960
hipcomic (14).csv,40,6749728,dtacollectibles,980.00,USD,Marvel Super-Heroes #13 CGC 6.5-First Ms. Marvel-Comic Book-2007756001,no publication year in the title,https://www.hipcomic.com/listing/marvel-super-heroes-13-cgc-65-first-ms-marvel-comic-book-2007756001/6749728
hipcomic (14).csv,41,21356844,rdbeard,865.00,USD,"ACTION COMICS #182 - CGC-7.5, OW - Superman - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/action-comics-182-cgc-75-ow-superman-golden-age/21356844
hipcomic (14).csv,42,16866559,rdbeard,705.00,USD,"SUPERMAN #69 - CGC-6.0, OW-W - Prankster - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/superman-69-cgc-60-ow-w-prankster-golden-age/16866559
hipcomic (14).csv,43,16086463,rdbeard,915.00,USD,"THRILLING COMICS #50 - CGC-7.0, OW-W - Schomburg cover - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/thrilling-comics-50-cgc-70-ow-w-schomburg-cover-golden-age/16086463
hipcomic (14).csv,44,12074012,legacycomics,200.00,USD,Lady Mechanika #2 Cover F (2011) CGC 9.8 Signature Series Double Signed Benitez,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/lady-mechanika-2-cover-f-2011-cgc-98-signature-series-double-signed-benitez/12074012
hipcomic (14).csv,45,15485509,rdbeard,2655.00,USD,"FLASH COMICS #24 - CGC-7.0, OW-W - Shiera Sanders becomes Hawkgirl - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/flash-comics-24-cgc-70-ow-w-shiera-sanders-becomes-hawkgirl-golden-age/15485509
